date,team,team_opp,home,won,fg,fga,fg_pct,fg3,fg3_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,plus_minus,total,fg_opp,fga_opp,fg_pct_opp,pts_opp,total_opp,season
2024-11-20,PHI,BKN,1,1,37,77,0.47,19,0.41,12,19,8,27,34,20,6,2,17,21,111,4,127,48,98,0.47,107,94,2025
2024-11-20,BKN,PHI,1,0,50,94,0.49,9,0.31,21,25,8,30,38,19,5,8,15,16,106,-9,105,33,70,0.4,120,104,2025
2024-11-20,GSW,MIA,1,1,45,80,0.5,11,0.37,13,22,9,32,38,16,8,8,9,23,107,-1,109,49,94,0.48,100,90,2025
2024-11-20,MIA,GSW,1,0,40,96,0.54,8,0.34,11,18,14,33,32,24,7,7,15,17,106,-1,99,47,93,0.48,126,91,2025
2024-11-21,PHI,CHI,1,1,36,95,0.51,6,0.37,16,15,15,25,42,27,6,6,15,22,122,5,116,42,74,0.47,96,122,2025
2024-11-21,CHI,PHI,1,0,44,78,0.45,19,0.37,12,16,9,30,42,28,10,2,17,22,98,5,116,36,87,0.49,98,106,2025
2024-11-21,DAL,BOS,1,1,30,90,0.51,19,0.44,22,19,6,35,38,22,3,4,18,21,130,7,96,42,71,0.43,116,94,2025
2024-11-21,BOS,DAL,1,0,45,92,0.52,20,0.31,12,20,11,23,48,22,4,3,8,20,100,-3,104,48,93,0.5,111,92,2025
2024-11-21,MIA,NYK,1,1,48,92,0.42,14,0.44,25,22,7,20,40,24,7,2,14,18,111,1,117,40,83,0.47,93,102,2025
2024-11-21,NYK,MIA,1,1,42,72,0.55,12,0.36,11,18,13,24,35,15,5,3,16,17,124,8,92,36,75,0.4,99,111,2025
2024-11-21,BKN,GSW,1,1,46,74,0.52,9,0.41,14,24,8,31,31,30,6,3,17,20,126,10,126,33,78,0.47,90,125,2025
2024-11-21,GSW,BKN,1,0,46,95,0.43,10,0.36,19,17,7,24,41,21,8,3,16,18,90,9,101,44,81,0.54,97,95,2025
2024-11-21,LAL,MIL,1,0,45,87,0.43,7,0.32,18,24,6,31,39,17,4,3,9,16,105,-2,98,44,93,0.43,119,125,2025
2024-11-21,MIL,LAL,1,0,38,90,0.48,11,0.42,17,27,12,23,45,15,10,3,15,24,107,1,91,30,99,0.46,127,96,2025
2024-11-22,MIL,BKN,1,0,33,74,0.55,17,0.37,25,22,6,20,50,21,5,7,9,16,92,3,100,35,80,0.51,114,107,2025
2024-11-22,BKN,MIL,1,1,39,72,0.5,16,0.37,14,25,14,29,46,16,8,5,12,20,107,7,120,38,89,0.44,96,103,2025
2024-11-22,LAL,DAL,1,0,48,73,0.48,10,0.38,16,23,6,29,42,24,10,4,15,21,115,5,130,30,92,0.52,129,107,2025
2024-11-22,DAL,LAL,1,0,32,76,0.42,6,0.44,17,24,5,24,35,30,4,4,15,21,124,-2,91,39,91,0.5,125,126,2025
2024-11-22,NYK,PHI,1,1,32,82,0.4,18,0.37,19,22,5,33,37,29,3,4,9,21,116,0,100,46,87,0.41,93,118,2025
2024-11-22,PHI,NYK,1,1,47,88,0.44,18,0.42,18,21,5,33,31,22,6,6,8,25,125,0,102,46,87,0.49,104,109,2025
2024-11-22,BOS,GSW,1,1,48,84,0.44,8,0.33,13,20,13,28,47,23,8,2,9,24,126,3,102,42,83,0.41,124,110,2025
2024-11-22,GSW,BOS,1,1,42,77,0.53,8,0.33,15,29,5,23,47,20,10,2,17,21,129,1,100,36,79,0.45,110,123,2025
2024-11-22,MIA,CHI,1,0,31,79,0.54,5,0.35,25,30,15,31,42,24,3,4,16,18,111,2,96,43,95,0.43,114,94,2025
2024-11-22,CHI,MIA,1,0,37,89,0.54,15,0.4,12,27,11,25,37,16,4,6,13,24,93,-3,120,33,95,0.48,121,129,2025
2024-11-23,DAL,MIA,1,1,48,99,0.49,10,0.33,11,18,13,24,45,24,10,4,14,19,115,3,107,31,89,0.54,109,116,2025
2024-11-23,MIA,DAL,1,0,35,99,0.52,15,0.34,21,16,14,25,30,26,6,6,18,24,102,7,103,42,99,0.4,122,98,2025
2024-11-23,PHI,MIL,1,0,44,94,0.47,15,0.36,25,22,13,20,41,16,9,4,17,22,114,-2,102,38,89,0.52,120,90,2025
2024-11-23,MIL,PHI,1,0,38,77,0.52,12,0.44,13,23,6,30,47,23,6,2,12,20,108,-2,104,45,79,0.47,116,97,2025
2024-11-23,GSW,CHI,1,0,36,70,0.43,15,0.35,24,25,5,21,30,19,4,4,13,16,90,-10,112,45,97,0.44,106,90,2025
2024-11-23,CHI,GSW,1,0,32,93,0.5,9,0.41,19,28,11,35,45,19,10,6,10,22,120,6,111,37,89,0.47,125,98,2025
2024-11-23,BOS,LAL,1,1,40,90,0.49,14,0.36,22,28,7,20,36,30,8,3,9,20,121,10,98,39,100,0.48,103,104,2025
2024-11-23,LAL,BOS,1,0,42,81,0.52,7,0.42,22,23,7,33,46,26,9,4,12,20,93,-3,128,33,93,0.43,125,103,2025
2024-11-23,NYK,BKN,1,0,49,87,0.53,20,0.3,21,19,13,33,49,24,9,8,17,15,95,4,125,36,94,0.49,108,91,2025
2024-11-23,BKN,NYK,1,0,32,71,0.41,15,0.39,15,28,11,31,37,21,6,2,12,20,105,9,114,35,78,0.43,127,90,2025
2024-11-24,GSW,MIA,1,0,32,85,0.47,5,0.34,17,26,7,28,30,18,3,8,11,24,93,-6,127,40,71,0.52,127,100,2025
2024-11-24,MIA,GSW,1,0,30,72,0.4,7,0.34,25,25,10,30,44,30,9,5,13,24,92,10,106,45,99,0.52,109,113,2025
2024-11-24,DAL,LAL,1,0,37,74,0.49,14,0.36,16,17,9,20,50,18,10,3,15,24,94,-8,128,45,87,0.54,104,116,2025
2024-11-24,LAL,DAL,1,1,47,78,0.53,11,0.43,12,24,5,23,50,24,3,5,9,15,128,6,109,33,95,0.44,125,112,2025
2024-11-24,MIL,NYK,1,0,39,94,0.44,13,0.38,10,15,8,30,37,23,5,6,11,23,109,-9,130,36,88,0.41,112,119,2025
2024-11-24,NYK,MIL,1,1,42,88,0.53,7,0.41,25,29,6,22,39,23,7,5,17,16,130,-5,98,45,91,0.4,115,108,2025
2024-11-24,BOS,BKN,1,0,34,89,0.42,10,0.39,14,22,15,22,47,22,10,3,13,22,95,6,118,43,88,0.53,119,96,2025
2024-11-24,BKN,BOS,1,0,36,76,0.52,16,0.41,11,15,5,28,39,18,4,8,10,16,115,9,96,43,88,0.44,118,105,2025
2024-11-24,CHI,PHI,1,1,43,99,0.51,6,0.32,20,28,10,28,41,27,3,4,11,25,116,-3,106,47,82,0.43,93,113,2025
2024-11-24,PHI,CHI,1,1,34,87,0.45,5,0.41,25,29,8,31,45,15,5,8,16,23,113,8,107,31,80,0.44,106,102,2025
2024-11-25,MIL,PHI,1,0,43,99,0.47,5,0.38,13,18,10,29,50,22,9,5,12,23,107,2,100,40,77,0.4,127,115,2025
2024-11-25,PHI,MIL,1,0,37,96,0.54,5,0.36,12,22,15,26,45,23,3,4,10,16,102,3,114,48,87,0.4,128,117,2025
2024-11-25,MIA,DAL,1,1,36,71,0.44,5,0.45,24,19,10,23,44,20,9,8,8,20,116,5,114,50,90,0.47,95,105,2025
2024-11-25,DAL,MIA,1,1,42,72,0.42,17,0.34,15,19,10,24,41,17,3,2,16,18,103,-2,117,43,94,0.54,93,99,2025
2024-11-25,BKN,LAL,1,1,39,95,0.49,19,0.42,25,30,13,24,36,24,6,2,8,18,114,7,115,43,90,0.48,94,121,2025
2024-11-25,LAL,BKN,1,1,36,96,0.5,20,0.35,20,20,9,35,30,30,8,8,13,24,101,9,120,48,82,0.44,94,90,2025
2024-11-25,BOS,NYK,1,1,43,77,0.43,15,0.41,24,19,10,29,43,27,5,4,8,24,108,-4,125,33,97,0.45,96,104,2025
2024-11-25,NYK,BOS,1,1,41,78,0.48,8,0.42,18,26,10,29,50,22,7,6,9,24,116,-2,124,48,88,0.45,93,125,2025
2024-11-25,CHI,GSW,1,0,41,85,0.43,6,0.36,22,29,8,31,36,24,6,8,14,25,96,2,95,46,70,0.48,100,110,2025
2024-11-25,GSW,CHI,1,1,31,78,0.47,20,0.41,18,22,12,21,32,16,3,2,10,17,112,3,130,33,83,0.44,108,112,2025
2024-11-26,MIA,NYK,1,0,47,78,0.51,18,0.41,17,21,6,34,46,28,10,6,13,19,115,-7,122,49,79,0.48,125,128,2025
2024-11-26,NYK,MIA,1,1,42,70,0.45,16,0.41,10,16,14,20,42,21,4,6,17,21,121,-3,99,37,70,0.51,93,119,2025
2024-11-26,MIL,DAL,1,1,48,89,0.44,17,0.33,21,23,14,24,45,25,9,8,14,20,105,7,106,31,100,0.5,99,129,2025
2024-11-26,DAL,MIL,1,1,33,70,0.4,20,0.31,14,15,6,34,38,16,9,6,15,20,127,1,125,36,80,0.5,103,103,2025
2024-11-26,BOS,CHI,1,1,47,89,0.48,14,0.32,21,16,14,25,50,29,6,7,11,16,114,8,126,34,91,0.47,110,113,2025
2024-11-26,CHI,BOS,1,0,32,78,0.41,15,0.44,25,19,13,29,44,30,5,3,12,16,94,-6,117,38,96,0.45,129,94,2025
2024-11-26,GSW,PHI,1,0,41,79,0.47,18,0.4,25,23,15,23,37,17,8,6,12,25,113,-1,125,38,83,0.49,129,96,2025
2024-11-26,PHI,GSW,1,0,40,88,0.44,15,0.34,10,20,10,26,30,24,9,4,13,16,95,0,118,48,74,0.47,110,126,2025
2024-11-26,LAL,BKN,1,0,41,85,0.55,20,0.35,24,21,9,33,30,18,5,6,14,20,115,8,121,35,89,0.5,130,107,2025
2024-11-26,BKN,LAL,1,1,34,79,0.49,7,0.44,11,26,7,34,33,16,10,4,16,23,109,-4,115,38,91,0.52,93,102,2025
2024-11-27,DAL,BKN,1,1,31,79,0.52,8,0.37,11,21,5,24,49,22,3,7,15,20,111,-4,114,45,98,0.49,105,93,2025
2024-11-27,BKN,DAL,1,1,34,97,0.53,18,0.34,12,27,14,34,47,21,4,4,10,24,127,-9,130,33,71,0.44,117,105,2025
2024-11-27,NYK,MIL,1,1,43,90,0.42,20,0.44,20,23,13,20,30,23,8,4,14,17,108,8,124,35,95,0.54,97,98,2025
2024-11-27,MIL,NYK,1,1,30,85,0.54,10,0.3,14,28,14,24,45,22,9,7,18,18,126,3,106,48,82,0.45,108,117,2025
2024-11-27,MIA,LAL,1,1,48,76,0.42,20,0.44,11,25,7,33,31,15,6,7,14,20,120,4,98,47,97,0.46,118,115,2025
2024-11-27,LAL,MIA,1,0,37,94,0.46,20,0.43,20,26,6,34,31,17,6,8,11,24,101,-8,104,31,74,0.49,129,111,2025
2024-11-27,PHI,BOS,1,1,36,94,0.5,8,0.37,11,15,8,20,37,22,5,8,8,19,128,-2,109,35,86,0.52,112,107,2025
2024-11-27,BOS,PHI,1,0,45,86,0.41,7,0.33,24,30,14,31,45,22,3,2,14,16,91,3,116,31,94,0.53,129,104,2025
2024-11-27,GSW,CHI,1,1,30,81,0.41,10,0.32,13,20,8,25,43,15,6,6,18,23,124,-1,114,48,76,0.53,113,112,2025
2024-11-27,CHI,GSW,1,0,31,71,0.54,17,0.36,14,26,14,23,34,25,4,4,16,21,105,5,100,44,82,0.51,129,118,2025
2024-11-28,GSW,BOS,1,0,50,92,0.5,11,0.36,13,29,7,27,48,28,4,2,15,15,92,2,108,34,89,0.53,122,108,2025
2024-11-28,BOS,GSW,1,0,33,77,0.49,12,0.43,15,18,10,26,30,22,5,4,13,23,96,9,99,48,95,0.52,114,129,2025
2024-11-28,BKN,LAL,1,0,39,71,0.5,12,0.43,16,27,15,32,37,30,10,5,14,15,96,-5,116,30,98,0.44,106,106,2025
2024-11-28,LAL,BKN,1,1,41,97,0.43,20,0.38,23,29,6,20,34,29,6,8,8,18,121,4,95,34,76,0.46,107,95,2025
2024-11-28,DAL,MIL,1,1,50,74,0.43,6,0.35,25,20,7,33,37,19,10,4,12,22,124,-6,113,46,95,0.42,120,118,2025
2024-11-28,MIL,DAL,1,0,39,84,0.52,16,0.34,22,20,6,34,37,26,9,6,13,23,112,6,90,42,92,0.45,118,110,2025
2024-11-28,PHI,CHI,1,0,46,80,0.44,16,0.43,25,28,7,20,34,15,8,3,14,20,105,4,95,50,99,0.5,130,117,2025
2024-11-28,CHI,PHI,1,0,39,78,0.45,14,0.34,25,27,11,30,32,20,3,3,8,25,114,-6,123,36,71,0.48,118,116,2025
2024-11-28,NYK,MIA,1,0,36,95,0.42,13,0.3,16,15,7,30,46,20,5,8,14,18,97,0,106,34,74,0.54,101,90,2025
2024-11-28,MIA,NYK,1,0,33,92,0.42,14,0.42,21,25,15,30,32,23,6,3,15,17,90,8,119,38,75,0.54,95,127,2025
2024-11-29,BOS,MIA,1,0,35,96,0.53,5,0.35,17,21,10,35,44,27,8,8,11,18,106,6,97,31,87,0.42,128,98,2025
2024-11-29,MIA,BOS,1,0,40,75,0.44,18,0.35,13,22,7,29,32,29,6,6,8,17,115,-3,104,46,86,0.44,120,125,2025
2024-11-29,NYK,DAL,1,0,36,75,0.52,12,0.45,18,29,12,20,42,20,8,4,13,20,107,4,91,35,89,0.47,117,108,2025
2024-11-29,DAL,NYK,1,1,45,78,0.4,18,0.4,20,27,10,34,43,15,3,2,15,24,113,9,126,41,96,0.46,110,98,2025
2024-11-29,CHI,BKN,1,0,50,99,0.5,15,0.44,18,25,6,30,37,30,9,4,11,19,96,7,129,41,82,0.47,104,125,2025
2024-11-29,BKN,CHI,1,1,31,91,0.41,6,0.41,25,18,9,29,30,17,3,7,11,23,115,-9,118,35,90,0.48,95,98,2025
2024-11-29,PHI,GSW,1,0,49,82,0.45,9,0.35,25,18,14,26,45,28,4,6,8,24,118,-10,94,42,76,0.49,128,126,2025
2024-11-29,GSW,PHI,1,0,38,97,0.49,12,0.35,20,28,7,30,38,23,7,5,8,22,104,-7,128,32,72,0.41,107,124,2025
2024-11-29,LAL,MIL,1,0,33,96,0.44,14,0.42,23,22,14,23,39,29,7,8,16,21,108,-6,113,36,90,0.42,110,129,2025
2024-11-29,MIL,LAL,1,1,40,97,0.41,16,0.43,22,23,6,30,47,20,6,5,16,25,123,-3,127,50,90,0.48,100,126,2025
2024-11-30,LAL,BOS,1,0,35,89,0.54,11,0.34,13,24,7,21,30,22,7,7,8,20,107,9,105,36,76,0.4,124,125,2025
2024-11-30,BOS,LAL,1,1,47,100,0.55,7,0.38,24,17,8,21,38,29,5,2,14,19,125,-2,127,40,96,0.55,122,99,2025
2024-11-30,MIA,BKN,1,1,49,91,0.52,5,0.35,12,21,14,31,47,16,7,3,8,24,115,-1,121,30,82,0.43,110,118,2025
2024-11-30,BKN,MIA,1,0,36,93,0.51,14,0.45,21,25,5,22,46,24,5,5,13,16,99,2,116,40,75,0.44,108,117,2025
2024-11-30,GSW,CHI,1,0,36,81,0.44,7,0.43,11,22,9,22,40,15,3,3,17,20,102,7,129,46,93,0.4,119,111,2025
2024-11-30,CHI,GSW,1,0,35,71,0.42,6,0.36,23,16,12,32,30,22,3,2,8,18,107,-10,105,48,100,0.51,107,129,2025
2024-11-30,PHI,NYK,1,1,45,83,0.51,6,0.34,21,29,8,34,44,30,10,2,17,15,122,-10,125,42,80,0.43,90,121,2025
2024-11-30,NYK,PHI,1,0,39,82,0.48,13,0.41,19,16,12,27,47,30,8,6,14,16,96,6,120,36,83,0.53,115,91,2025
2024-11-30,MIL,DAL,1,1,49,91,0.45,8,0.35,16,26,7,23,43,30,10,6,10,22,109,-4,121,43,87,0.41,101,91,2025
2024-11-30,DAL,MIL,1,0,37,94,0.52,10,0.3,21,19,13,23,32,16,7,3,11,18,99,9,106,42,90,0.53,99,120,2025
2024-12-01,CHI,BOS,1,1,43,72,0.5,8,0.35,14,30,7,28,49,19,5,3,10,23,126,-3,108,46,95,0.48,115,111,2025
2024-12-01,BOS,CHI,1,1,43,82,0.41,19,0.31,23,24,8,28,50,30,10,6,9,25,120,-8,123,40,83,0.4,98,100,2025
2024-12-01,GSW,BKN,1,1,46,74,0.44,15,0.37,22,22,12,26,30,19,5,8,16,22,113,-8,98,50,85,0.46,110,110,2025
2024-12-01,BKN,GSW,1,0,43,82,0.45,9,0.34,19,28,12,21,45,21,9,3,17,19,92,5,105,43,86,0.41,124,100,2025
2024-12-01,NYK,MIA,1,1,30,85,0.46,20,0.43,22,21,8,20,42,17,10,6,12,25,123,4,118,46,74,0.54,101,109,2025
2024-12-01,MIA,NYK,1,1,50,84,0.45,18,0.34,12,16,11,29,40,22,9,2,13,22,127,2,96,38,88,0.54,121,115,2025
2024-12-01,MIL,PHI,1,0,42,99,0.54,15,0.32,22,21,7,27,43,26,3,2,11,20,120,5,97,50,73,0.47,120,90,2025
2024-12-01,PHI,MIL,1,1,34,75,0.52,5,0.37,15,15,11,22,47,24,6,4,11,22,117,9,97,45,91,0.49,109,94,2025
2024-12-01,DAL,LAL,1,0,33,94,0.49,8,0.37,16,20,14,25,33,30,4,4,12,15,107,-5,103,36,76,0.48,129,121,2025
2024-12-01,LAL,DAL,1,1,37,71,0.52,19,0.44,11,19,12,25,38,23,4,3,17,19,122,7,110,37,75,0.52,110,129,2025
2024-12-02,MIA,NYK,1,1,43,79,0.41,18,0.35,18,19,12,25,43,21,9,5,9,18,108,9,110,42,91,0.41,105,97,2025
2024-12-02,NYK,MIA,1,1,48,77,0.47,14,0.45,14,15,15,29,38,23,6,4,12,20,96,4,110,48,76,0.49,91,94,2025
2024-12-02,LAL,DAL,1,0,41,91,0.44,18,0.34,12,29,14,22,42,21,8,4,18,22,101,-8,92,35,70,0.53,110,101,2025
2024-12-02,DAL,LAL,1,0,40,91,0.48,10,0.35,16,30,12,23,34,23,8,6,13,21,114,5,121,37,90,0.54,129,114,2025
2024-12-02,PHI,BKN,1,1,49,74,0.41,18,0.43,25,22,11,28,40,17,9,7,12,23,103,-6,125,31,87,0.48,101,90,2025
2024-12-02,BKN,PHI,1,0,47,88,0.42,14,0.41,19,28,12,21,37,23,9,6,11,16,95,-5,117,40,91,0.48,121,91,2025
2024-12-02,BOS,GSW,1,1,50,81,0.43,10,0.32,12,27,9,28,49,16,3,2,18,21,102,9,125,33,71,0.46,93,100,2025
2024-12-02,GSW,BOS,1,1,34,73,0.51,16,0.31,23,16,14,22,30,30,6,2,18,20,129,-1,128,34,70,0.5,106,103,2025
2024-12-02,CHI,MIL,1,1,47,71,0.5,8,0.33,23,30,5,23,39,30,8,4,13,25,128,5,90,42,73,0.53,114,97,2025
2024-12-02,MIL,CHI,1,0,33,93,0.4,5,0.41,10,22,11,22,50,16,4,7,13,15,101,8,125,47,97,0.49,129,107,2025
2024-12-03,CHI,DAL,1,0,30,75,0.47,18,0.35,12,23,12,22,32,23,7,4,10,19,92,-5,114,34,86,0.47,124,95,2025
2024-12-03,DAL,CHI,1,0,32,72,0.44,5,0.45,20,27,15,28,47,28,8,8,9,16,113,5,103,34,79,0.55,119,92,2025
2024-12-03,GSW,MIA,1,0,37,80,0.4,15,0.39,13,21,13,27,31,23,4,3,16,21,92,9,115,46,85,0.41,129,130,2025
2024-12-03,MIA,GSW,1,0,49,93,0.4,19,0.41,15,16,13,35,40,17,9,7,18,20,91,-7,124,39,87,0.47,111,123,2025
2024-12-03,MIL,LAL,1,1,49,85,0.52,14,0.4,21,24,6,24,50,29,4,7,9,19,130,0,126,48,76,0.48,90,93,2025
2024-12-03,LAL,MIL,1,0,34,99,0.46,19,0.3,11,15,13,22,46,15,3,4,12,23,92,3,99,43,92,0.45,124,107,2025
2024-12-03,BOS,PHI,1,1,36,88,0.53,15,0.43,18,29,15,24,34,15,6,3,17,15,109,-6,113,38,85,0.45,91,105,2025
2024-12-03,PHI,BOS,1,1,46,81,0.48,9,0.43,18,29,11,24,42,18,5,6,17,17,95,-3,127,42,92,0.43,94,91,2025
2024-12-03,NYK,BKN,1,0,50,81,0.45,8,0.33,16,29,9,23,38,26,5,8,18,22,118,4,117,33,83,0.47,124,130,2025
2024-12-03,BKN,NYK,1,1,44,93,0.41,11,0.36,13,23,9,23,44,18,6,8,10,20,112,-3,106,36,91,0.44,105,97,2025
2024-12-04,MIA,GSW,1,1,42,88,0.53,10,0.3,14,17,9,26,49,23,6,4,13,20,121,3,115,46,90,0.51,93,106,2025
2024-12-04,GSW,MIA,1,1,30,90,0.44,7,0.39,24,18,15,34,48,21,10,5,9,24,126,3,115,36,96,0.44,104,116,2025
2024-12-04,MIL,LAL,1,0,35,85,0.52,16,0.45,15,18,13,30,44,30,3,3,16,19,96,-10,101,34,92,0.46,120,125,2025
2024-12-04,LAL,MIL,1,1,36,77,0.44,13,0.45,15,25,7,34,32,26,7,5,10,20,94,2,99,47,87,0.42,92,105,2025
2024-12-04,DAL,NYK,1,1,33,78,0.49,19,0.42,23,15,12,24,38,23,3,3,9,17,110,-8,95,46,78,0.45,100,112,2025
2024-12-04,NYK,DAL,1,0,48,97,0.42,18,0.4,25,28,7,23,37,17,4,2,15,25,95,1,95,42,78,0.49,99,126,2025
2024-12-04,BOS,BKN,1,0,42,98,0.5,5,0.31,11,21,13,20,37,20,10,5,12,19,95,3,125,49,86,0.5,97,125,2025
2024-12-04,BKN,BOS,1,0,43,80,0.5,7,0.39,16,28,11,30,35,18,9,2,11,23,118,-10,120,34,83,0.47,118,90,2025
2024-12-04,CHI,PHI,1,0,44,80,0.43,12,0.43,20,16,6,22,30,18,7,2,16,23,107,4,107,48,96,0.46,122,93,2025
2024-12-04,PHI,CHI,1,0,36,99,0.46,15,0.35,11,18,9,29,41,19,5,3,12,20,94,-6,108,42,87,0.45,103,92,2025
2024-12-05,MIL,BOS,1,0,44,89,0.49,9,0.35,24,30,13,25,47,15,7,3,8,16,127,-1,126,41,80,0.43,128,103,2025
2024-12-05,BOS,MIL,1,1,46,71,0.49,17,0.44,12,22,11,22,49,21,7,4,16,15,121,0,125,46,72,0.41,111,112,2025
2024-12-05,DAL,NYK,1,0,37,93,0.48,17,0.31,10,22,6,20,47,16,9,4,13,20,128,8,110,50,76,0.45,130,113,2025
2024-12-05,NYK,DAL,1,0,45,79,0.41,10,0.3,22,24,13,24,36,15,5,6,17,25,90,-7,126,45,88,0.48,99,125,2025
2024-12-05,GSW,LAL,1,1,45,96,0.52,12,0.38,21,24,14,21,41,18,8,4,9,25,130,8,113,40,88,0.43,114,112,2025
2024-12-05,LAL,GSW,1,0,45,95,0.47,14,0.43,11,22,12,28,35,15,5,6,10,16,97,7,114,35,88,0.52,118,116,2025
2024-12-05,MIA,CHI,1,0,32,77,0.42,11,0.42,22,28,10,26,49,16,7,5,16,23,100,4,93,50,77,0.49,117,120,2025
2024-12-05,CHI,MIA,1,1,32,80,0.49,17,0.32,11,16,6,27,49,30,6,2,13,16,97,-6,103,36,79,0.41,92,90,2025
2024-12-05,PHI,BKN,1,0,43,92,0.52,20,0.44,13,18,15,27,38,20,5,2,8,23,118,0,105,36,79,0.44,121,100,2025
2024-12-05,BKN,PHI,1,1,43,90,0.43,12,0.35,25,17,11,22,43,25,10,7,14,16,122,-5,92,35,78,0.49,105,126,2025
2024-12-06,NYK,BKN,1,1,35,99,0.48,17,0.44,10,23,13,31,41,15,4,4,14,24,107,6,102,35,78,0.47,96,114,2025
2024-12-06,BKN,NYK,1,0,39,80,0.49,16,0.39,10,21,11,23,41,27,4,5,12,18,92,-7,130,49,71,0.4,101,109,2025
2024-12-06,GSW,DAL,1,0,40,82,0.51,19,0.44,24,15,10,26,49,25,8,7,18,17,90,3,106,48,82,0.53,123,119,2025
2024-12-06,DAL,GSW,1,0,47,90,0.55,16,0.35,18,23,9,34,46,23,4,6,14,22,120,9,111,31,71,0.53,122,113,2025
2024-12-06,MIL,BOS,1,0,44,82,0.48,7,0.42,15,26,6,20,31,23,8,8,16,15,91,5,102,46,70,0.44,114,125,2025
2024-12-06,BOS,MIL,1,1,44,91,0.42,9,0.32,18,22,5,21,47,26,9,8,12,15,104,-4,129,50,86,0.42,93,118,2025
2024-12-06,CHI,PHI,1,0,47,82,0.55,11,0.34,14,24,13,35,41,19,10,3,15,15,105,-6,120,50,73,0.41,120,112,2025
2024-12-06,PHI,CHI,1,1,47,81,0.41,6,0.43,25,20,5,26,34,20,9,4,18,21,100,10,121,35,76,0.45,94,103,2025
2024-12-06,MIA,LAL,1,0,31,89,0.44,5,0.31,13,20,5,34,41,26,3,8,12,15,106,-10,110,33,83,0.43,108,126,2025
2024-12-06,LAL,MIA,1,0,33,100,0.48,20,0.36,24,20,9,29,34,23,4,2,15,23,120,-5,121,48,91,0.41,127,116,2025
2024-12-07,LAL,MIA,1,0,46,98,0.4,16,0.35,14,25,13,26,32,16,6,3,14,25,91,-9,90,35,92,0.41,92,103,2025
2024-12-07,MIA,LAL,1,0,40,72,0.4,11,0.37,19,19,7,32,35,22,5,6,16,15,93,9,105,32,79,0.49,112,104,2025
2024-12-07,MIL,BKN,1,1,30,92,0.45,13,0.36,24,24,15,30,46,21,6,3,16,22,113,-10,94,35,91,0.48,110,108,2025
2024-12-07,BKN,MIL,1,1,50,91,0.53,5,0.35,15,24,5,27,38,21,9,5,18,17,104,-2,115,45,99,0.4,96,99,2025
2024-12-07,BOS,NYK,1,1,31,90,0.44,20,0.31,13,25,14,33,44,21,3,5,11,18,117,-7,113,35,75,0.43,107,126,2025
2024-12-07,NYK,BOS,1,1,42,86,0.43,9,0.38,13,19,11,25,43,23,5,6,14,24,110,2,119,49,96,0.45,100,114,2025
2024-12-07,CHI,PHI,1,1,34,71,0.53,18,0.36,23,15,14,25,44,15,6,3,10,24,117,-9,130,34,80,0.4,105,90,2025
2024-12-07,PHI,CHI,1,1,30,71,0.49,6,0.34,23,17,15,23,42,30,8,5,17,17,117,6,127,37,85,0.49,94,130,2025
2024-12-07,GSW,DAL,1,1,46,99,0.52,9,0.35,12,29,10,26,32,22,8,3,8,24,109,-7,92,40,71,0.45,100,92,2025
2024-12-07,DAL,GSW,1,0,35,95,0.55,8,0.42,22,15,6,35,35,25,5,7,9,18,94,6,103,38,94,0.44,112,119,2025
2024-12-08,BKN,PHI,1,1,33,99,0.41,10,0.4,16,30,8,33,31,30,3,2,9,16,119,-1,127,48,96,0.55,101,102,2025
2024-12-08,PHI,BKN,1,0,31,99,0.5,10,0.41,10,15,6,26,39,26,9,3,13,23,104,1,106,44,96,0.53,118,120,2025
2024-12-08,BOS,NYK,1,1,31,79,0.41,5,0.31,22,16,12,29,49,15,9,4,11,15,93,2,102,39,89,0.45,92,110,2025
2024-12-08,NYK,BOS,1,0,49,88,0.49,8,0.39,13,26,10,24,38,18,7,4,15,23,112,-6,93,42,96,0.5,124,90,2025
2024-12-08,GSW,DAL,1,1,39,72,0.48,11,0.41,24,30,7,23,40,29,6,3,15,17,99,10,114,44,83,0.42,97,114,2025
2024-12-08,DAL,GSW,1,0,39,90,0.53,16,0.43,22,26,13,33,32,28,10,5,13,25,92,-9,109,32,84,0.41,109,91,2025
2024-12-08,MIA,MIL,1,1,42,88,0.44,20,0.43,13,15,7,20,32,16,9,7,18,18,120,5,127,44,79,0.42,90,122,2025
2024-12-08,MIL,MIA,1,0,34,98,0.41,10,0.38,21,20,11,32,47,28,10,7,8,15,127,2,118,40,84,0.52,127,110,2025
2024-12-08,LAL,CHI,1,1,43,94,0.51,20,0.37,13,22,8,35,46,30,3,5,12,22,107,-2,126,32,99,0.5,106,94,2025
2024-12-08,CHI,LAL,1,1,41,92,0.42,8,0.42,10,21,6,24,34,22,6,7,9,17,129,-7,117,35,75,0.41,106,91,2025
2024-12-09,LAL,MIA,1,1,47,93,0.45,16,0.41,25,27,6,29,47,24,4,7,16,19,112,-5,110,49,97,0.54,96,90,2025
2024-12-09,MIA,LAL,1,1,42,96,0.46,5,0.32,12,19,9,32,46,19,9,2,12,25,111,8,112,47,84,0.43,110,108,2025
